"id","uuid_key","district_id","code","name","status","created_by","created_at","created_client","updated_by","updated_at","updated_client","deleted","kemendagri_code"
3806,"3d606e11-8558-4c50-ba16-eed28e5ed778",252,"3525160",Ujungpangkah,A,43,2021-08-27 12:09:14:018668,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:14:018668,c1bbb0d29b3b4864b491bf38851b3821,false,
3811,ced7b141-33aa-4373-9ecc-49044af4889a,253,"3526030",Kwanyar,A,43,2021-08-27 12:09:14:040125,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:14:040125,c1bbb0d29b3b4864b491bf38851b3821,false,
3814,"1496a4cd-27fa-49cc-97c1-cffa005364cb",253,"3526060",Konang,A,43,2021-08-27 12:09:14:052770,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:14:052770,c1bbb0d29b3b4864b491bf38851b3821,false,
3817,c0140413-722d-4799-9747-4d7eb5c04512,253,"3526090",Tragah,A,43,2021-08-27 12:09:14:065029,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:14:065029,c1bbb0d29b3b4864b491bf38851b3821,false,
3821,"9bc0b808-c29d-4c79-b04e-3fe60071c076",253,"3526130",Arosbaya,A,43,2021-08-27 12:09:14:083860,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:14:083860,c1bbb0d29b3b4864b491bf38851b3821,false,
3706,"5ed9b921-5ba8-4eac-a430-a6e38fe49d78",248,"3521090",Bringin Kab Ngawi,A,43,2021-08-27 12:09:13:592125,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-31 12:37:25:590703,c1bbb0d29b3b4864b491bf38851b3821,false,
3695,"51f0c823-35ec-4305-8055-0d5c526658fe",247,"3520130",Barat,A,43,2021-08-27 12:09:13:544491,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:544491,c1bbb0d29b3b4864b491bf38851b3821,false,
3698,caf94c31-87a1-4691-9de8-c77c6dadd185,248,"3521020",Ngrambe,A,43,2021-08-27 12:09:13:557724,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:557724,c1bbb0d29b3b4864b491bf38851b3821,false,
3701,"025746d5-8808-40a7-88f0-fc902c73858a",248,"3521050",Geneng,A,43,2021-08-27 12:09:13:570771,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:570771,c1bbb0d29b3b4864b491bf38851b3821,false,
3704,f5afc3d9-3a6d-4f73-89ef-f89125014ea4,248,"3521070",Pangkur,A,43,2021-08-27 12:09:13:583730,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:583730,c1bbb0d29b3b4864b491bf38851b3821,false,
3707,d04776fb-727d-45e0-876b-176d0353065b,248,"3521100",Padas,A,43,2021-08-27 12:09:13:595805,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 12:09:13:595805,c1bbb0d29b3b4864b491bf38851b3821,false,
