"id","uuid_key","province_id","code","name","status","created_by","created_at","created_client","updated_by","updated_at","updated_client","deleted","kemendagri_code"
478,"07d47348-eff5-49aa-aa4e-0adecb3fefa0",33,"9106",Kabupaten Sorong Selatan,A,43,2021-08-27 09:09:52:858854,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:858854,c1bbb0d29b3b4864b491bf38851b3821,false,
481,a5b07dbb-43ef-4162-8af4-5ed33de646f8,33,"9109",Kabupaten Tambrauw,A,43,2021-08-27 09:09:52:870960,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:870960,c1bbb0d29b3b4864b491bf38851b3821,false,
485,ac4430e5-63fa-4862-aeb0-9fd4534d7ee6,33,"9171",Kota Sorong,A,43,2021-08-27 09:09:52:890775,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:890775,c1bbb0d29b3b4864b491bf38851b3821,false,
486,"645e5c34-0d4e-4c59-a442-fae09d5fde0e",34,"9401",Kabupaten Merauke,A,43,2021-08-27 09:09:52:895466,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:895466,c1bbb0d29b3b4864b491bf38851b3821,false,
489,d81e5a05-f55a-45eb-b675-2cd07ce150fc,34,"9404",Kabupaten Nabire,A,43,2021-08-27 09:09:52:907582,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:907582,c1bbb0d29b3b4864b491bf38851b3821,false,
492,"78c94688-18e0-4a65-bb29-c53861e8bb0f",34,"9410",Kabupaten Paniai,A,43,2021-08-27 09:09:52:919936,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:919936,c1bbb0d29b3b4864b491bf38851b3821,false,
496,"02c37a5b-3fb0-4e55-a916-90c77da91377",34,"9414",Kabupaten Mappi,A,43,2021-08-27 09:09:52:938434,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:938434,c1bbb0d29b3b4864b491bf38851b3821,false,
499,"7c079dbf-f472-4a9e-951b-3404145d99d2",34,"9417",Kabupaten Pegunungan Bintang,A,43,2021-08-27 09:09:52:950499,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:950499,c1bbb0d29b3b4864b491bf38851b3821,false,
502,"499ea91c-e168-49bc-aaed-0cf143625baf",34,"9420",Kabupaten Keerom,A,43,2021-08-27 09:09:52:963356,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:963356,c1bbb0d29b3b4864b491bf38851b3821,false,
506,d77d8909-c325-48f1-ae27-5d3119e70616,34,"9429",Kabupaten Nduga,A,43,2021-08-27 09:09:52:982431,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:982431,c1bbb0d29b3b4864b491bf38851b3821,false,
509,"667f8a62-9e8e-47ee-846c-9ccbd0604618",34,"9432",Kabupaten Yalimo,A,43,2021-08-27 09:09:52:994663,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:52:994663,c1bbb0d29b3b4864b491bf38851b3821,false,
512,"00958d19-dd7a-447e-958c-0c1d7f8d3584",34,"9435",Kabupaten Intan Jaya,A,43,2021-08-27 09:09:53:006826,c1bbb0d29b3b4864b491bf38851b3821,43,2021-08-27 09:09:53:006826,c1bbb0d29b3b4864b491bf38851b3821,false,
156,a7278f94-504f-4961-9d1c-4def2fe44f95,11,"3171",Kota Jakarta Selatan,A,43,2021-08-27 08:53:36:455870,c1bbb0d29b3b4864b491bf38851b3821,43,2022-08-12 15:29:17:220698,c1bbb0d29b3b4864b491bf38851b3821,false,"3174"
260,"28ea8e0f-a18b-4eb9-ad70-7a6cf9b9092f",15,"3574",Kota Probolinggo,A,43,2021-08-27 09:03:46:169947,c1bbb0d29b3b4864b491bf38851b3821,77,2022-08-22 10:47:06:795999,"71a66437002f46e7954d45b4d6a3ea00",false,"3574"
320,"00915813-5de1-427e-a977-2da2b74d65aa",20,"6106",Kabupaten Ketapang,A,43,2021-08-27 09:07:02:358695,c1bbb0d29b3b4864b491bf38851b3821,77,2022-09-12 11:11:04:679702,"71a66437002f46e7954d45b4d6a3ea00",false,"6104"
349,fc0b4304-2ce6-40e3-982d-2cec7ae8e5bc,22,"6307",Kabupaten Hulu Sungai Tengah,A,43,2021-08-27 09:07:02:483744,c1bbb0d29b3b4864b491bf38851b3821,77,2022-09-12 12:09:10:469861,"71a66437002f46e7954d45b4d6a3ea00",false,"6307"
321,"3cc1f268-2059-444b-a9b8-7be3aee8ada9",20,"6107",Kabupaten Sintang,A,43,2021-08-27 09:07:02:362768,c1bbb0d29b3b4864b491bf38851b3821,77,2022-09-12 14:25:47:863708,"71a66437002f46e7954d45b4d6a3ea00",false,"6105"
133,c575b3ce-0834-471b-9bd8-89fa377810cd,8,"1808",Kabupaten Tulang Bawang,A,43,2021-08-27 08:42:40:371305,c1bbb0d29b3b4864b491bf38851b3821,77,2022-09-14 13:41:59:237847,"71a66437002f46e7954d45b4d6a3ea00",false,"1805"
515,"55c0b37a-da55-4767-b4a0-aa8964d1f1fb",35,"0000",Dummy Kabupaten,A,77,2022-09-23 08:36:40:098721,"71a66437002f46e7954d45b4d6a3ea00",77,2022-09-23 08:36:40:098721,"71a66437002f46e7954d45b4d6a3ea00",false,"0000"
160,"17905beb-e69f-40e7-8f01-66ffbf3b27ae",11,"3172",Kota Jakarta Timur,A,43,2021-08-27 08:56:08:491731,c1bbb0d29b3b4864b491bf38851b3821,77,2022-09-29 16:01:16:993715,"71a66437002f46e7954d45b4d6a3ea00",false,"3175"
514,"59826f5a-3f0d-4e7b-b3c6-0079e02050b1",34,"9471",Kota Jayapura,A,43,2021-08-27 09:09:53:017326,c1bbb0d29b3b4864b491bf38851b3821,77,2022-10-24 10:48:20:764105,"71a66437002f46e7954d45b4d6a3ea00",false,"9171"
53,d3f1154e-0fec-42b7-92aa-7dd745f3e534,2,"1275",Kota Medan,A,43,2021-08-27 08:30:55:543902,c1bbb0d29b3b4864b491bf38851b3821,77,2022-10-26 19:16:03:362112,"71a66437002f46e7954d45b4d6a3ea00",false,"1271"
301,"324e766d-beb2-464f-a129-62253862d55e",19,"5309",Kabupaten Flores Timur,A,43,2021-08-27 09:04:45:103433,c1bbb0d29b3b4864b491bf38851b3821,77,2022-11-29 19:30:36:465051,"71a66437002f46e7954d45b4d6a3ea00",false,"5306"
92,"9de5fa5d-acc1-48cf-8b79-f183ab2a2cbd",5,"1505",Kabupaten Muaro Jambi,A,43,2021-08-27 08:40:42:341975,c1bbb0d29b3b4864b491bf38851b3821,77,2022-12-21 14:10:49:652585,"71a66437002f46e7954d45b4d6a3ea00",false,"1505"
461,a3d9f49d-5692-4b79-9ae2-391d7d9070c8,31,"8171",Kota Ambon,A,43,2021-08-27 09:09:02:675014,c1bbb0d29b3b4864b491bf38851b3821,77,2022-12-22 09:42:09:910914,"71a66437002f46e7954d45b4d6a3ea00",false,"8171"
